input_time	user_id	stimulus_id	input_index	iki	input	key_symbol	current_input	wpm	sd_iki	stimulus	condition	input_time_ms	uer	ke
1438770543.841	120778	0	0	0	u	u	uogkww	 37.74	 200.20	uogkww	Random	0	0	1.00
1438770543.934	120778	0	1	92	o	o	uogkww	 37.74	 200.20	uogkww	Random	92	0	1.00
1438770544.278	120778	0	2	345	g	g	uogkww	 37.74	 200.20	uogkww	Random	437	0	1.00
1438770544.87	120778	0	3	591	k	k	uogkww	 37.74	 200.20	uogkww	Random	1028	0	1.00
1438770545.276	120778	0	4	406	w	w	uogkww	 37.74	 200.20	uogkww	Random	1434	0	1.00
1438770545.432	120778	0	5	156	w	w	uogkww	 37.74	 200.20	uogkww	Random	1590	0	1.00
1438770547.866	120778	1	0	0	p	p	pshegog	 41.24	 170.65	pshegog	Random	0	0	1.00
1438770548.302	120778	1	1	436	s	s	pshegog	 41.24	 170.65	pshegog	Random	436	0	1.00
1438770548.833	120778	1	2	531	h	h	pshegog	 41.24	 170.65	pshegog	Random	967	0	1.00
1438770548.989	120778	1	3	156	e	e	pshegog	 41.24	 170.65	pshegog	Random	1123	0	1.00
1438770549.332	120778	1	4	343	g	g	pshegog	 41.24	 170.65	pshegog	Random	1466	0	1.00
1438770549.488	120778	1	5	155	o	o	pshegog	 41.24	 170.65	pshegog	Random	1621	0	1.00
1438770549.613	120778	1	6	125	g	g	pshegog	 41.24	 170.65	pshegog	Random	1746	0	1.00
1438770553.575	120778	2	0	0	o	o	oxbcqh	 28.71	 265.26	oxbcqh	Random	0	0	1.00
1438770553.763	120778	2	1	187	x	x	oxbcqh	 28.71	 265.26	oxbcqh	Random	187	0	1.00
1438770554.574	120778	2	2	811	b	b	oxbcqh	 28.71	 265.26	oxbcqh	Random	998	0	1.00
1438770555.042	120778	2	3	469	c	c	oxbcqh	 28.71	 265.26	oxbcqh	Random	1467	0	1.00
1438770555.51	120778	2	4	467	q	q	oxbcqh	 28.71	 265.26	oxbcqh	Random	1934	0	1.00
1438770555.666	120778	2	5	156	h	h	oxbcqh	 28.71	 265.26	oxbcqh	Random	2090	0	1.00
1438770558.536	120778	3	0	0	o	o	ohrswt	 44.71	  92.44	ohrswt	Random	0	0	1.00
1438770558.817	120778	3	1	280	h	h	ohrswt	 44.71	  92.44	ohrswt	Random	280	0	1.00
1438770558.942	120778	3	2	125	r	r	ohrswt	 44.71	  92.44	ohrswt	Random	405	0	1.00
1438770559.316	120778	3	3	374	s	s	ohrswt	 44.71	  92.44	ohrswt	Random	779	0	1.00
1438770559.566	120778	3	4	250	w	w	ohrswt	 44.71	  92.44	ohrswt	Random	1029	0	1.00
1438770559.878	120778	3	5	313	t	t	ohrswt	 44.71	  92.44	ohrswt	Random	1342	0	1.00
1438770562.842	120778	4	0	0	u	u	uchedt	 60.18	 116.24	uchedt	Random	0	0	1.00
