input_time	user_id	stimulus_id	input_index	iki	input	key_symbol	current_input	wpm	sd_iki	stimulus	condition	input_time_ms	uer	ke
1438774708.471	760858	0	0	0	u	u	uogkww	 22.89	 444.13	uogkww	Random	0	0	1.00
1438774708.689	760858	0	1	217	o	o	uogkww	 22.89	 444.13	uogkww	Random	217	0	1.00
1438774709.813	760858	0	2	1125	g	g	uogkww	 22.89	 444.13	uogkww	Random	1342	0	1.00
1438774710.062	760858	0	3	249	k	k	uogkww	 22.89	 444.13	uogkww	Random	1591	0	1.00
1438774710.936	760858	0	4	874	w	w	uogkww	 22.89	 444.13	uogkww	Random	2465	0	1.00
1438774711.092	760858	0	5	156	w	w	uogkww	 22.89	 444.13	uogkww	Random	2621	0	1.00
1438774712.683	760858	1	0	0	e	e	evvphq	 27.88	 223.59	evvphq	Random	0	0	1.00
1438774712.995	760858	1	1	311	v	v	evvphq	 27.88	 223.59	evvphq	Random	311	0	1.00
1438774713.182	760858	1	2	187	v	v	evvphq	 27.88	 223.59	evvphq	Random	498	0	1.00
1438774713.931	760858	1	3	749	p	p	evvphq	 27.88	 223.59	evvphq	Random	1247	0	1.00
1438774714.274	760858	1	4	343	h	h	evvphq	 27.88	 223.59	evvphq	Random	1590	0	1.00
1438774714.836	760858	1	5	562	q	q	evvphq	 27.88	 223.59	evvphq	Random	2152	0	1.00
1438774716.302	760858	2	0	0	j	j	jdlwbu	 23.75	 371.00	jdlwbu	Random	0	0	1.00
1438774716.864	760858	2	1	562	d	d	jdlwbu	 23.75	 371.00	jdlwbu	Random	562	0	1.00
1438774717.082	760858	2	2	217	l	l	jdlwbu	 23.75	 371.00	jdlwbu	Random	779	0	1.00
1438774718.205	760858	2	3	1123	w	w	jdlwbu	 23.75	 371.00	jdlwbu	Random	1902	0	1.00
1438774718.58	760858	2	4	375	b	b	jdlwbu	 23.75	 371.00	jdlwbu	Random	2277	0	1.00
1438774718.829	760858	2	5	249	u	u	jdlwbu	 23.75	 371.00	jdlwbu	Random	2526	0	1.00
1438774720.265	760858	3	0	0	o	o	oxbcqh	 20.47	 340.66	oxbcqh	Random	0	0	1.00
1438774720.639	760858	3	1	373	x	x	oxbcqh	 20.47	 340.66	oxbcqh	Random	373	0	1.00
1438774721.793	760858	3	2	1154	b	b	oxbcqh	 20.47	 340.66	oxbcqh	Random	1527	0	1.00
1438774722.074	760858	3	3	281	c	c	oxbcqh	 20.47	 340.66	oxbcqh	Random	1808	0	1.00
1438774722.667	760858	3	4	593	q	q	oxbcqh	 20.47	 340.66	oxbcqh	Random	2401	0	1.00
1438774723.197	760858	3	5	530	h	h	oxbcqh	 20.47	 340.66	oxbcqh	Random	2931	0	1.00
1438774725.974	760858	4	0	0	o	o	ophxwt	 21.85	 343.40	ophxwt	Random	0	0	1.00
1438774726.193	760858	4	1	219	p	p	ophxwt	 21.85	 343.40	ophxwt	Random	219	0	1.00
1438774726.692	760858	4	2	498	h	h	ophxwt	 21.85	 343.40	ophxwt	Random	717	0	1.00
1438774727.441	760858	4	3	750	x	x	ophxwt	 21.85	 343.40	ophxwt	Random	1467	0	1.00
