input_time	user_id	stimulus_id	input_index	iki	input	key_symbol	current_input	wpm	sd_iki	stimulus	condition	input_time_ms	uer	ke
1439468046.85	934313	0	0	0	d	d	dawuva	 56.60	  60.05	dawuva	Random	0	0	1.00
1439468047.068	934313	0	1	218	a	a	dawuva	 56.60	  60.05	dawuva	Random	218	0	1.00
1439468047.255	934313	0	2	187	w	w	dawuva	 56.60	  60.05	dawuva	Random	405	0	1.00
1439468047.567	934313	0	3	312	u	u	dawuva	 56.60	  60.05	dawuva	Random	717	0	1.00
1439468047.754	934313	0	4	187	v	v	dawuva	 56.60	  60.05	dawuva	Random	904	0	1.00
1439468047.91	934313	0	5	156	a	a	dawuva	 56.60	  60.05	dawuva	Random	1060	0	1.00
1439468059.08	934313	1	0	0	o	o	oahpnh	 30.52	 327.60	oahpnh	Random	0	0	1.00
1439468059.298	934313	1	1	218	a	a	oahpnh	 30.52	 327.60	oahpnh	Random	218	0	1.00
1439468059.486	934313	1	2	188	h	h	oahpnh	 30.52	 327.60	oahpnh	Random	406	0	1.00
1439468059.954	934313	1	3	468	p	p	oahpnh	 30.52	 327.60	oahpnh	Random	874	0	1.00
1439468060.89	934313	1	4	936	n	n	oahpnh	 30.52	 327.60	oahpnh	Random	1810	0	1.00
1439468061.046	934313	1	5	156	h	h	oahpnh	 30.52	 327.60	oahpnh	Random	1966	0	1.00
1439468066.1	934313	2	0	0	y	y	yrchgp	 23.74	 316.81	yrchgp	Random	0	0	1.00
1439468066.287	934313	2	1	187	r	r	yrchgp	 23.74	 316.81	yrchgp	Random	187	0	1.00
1439468066.662	934313	2	2	375	c	c	yrchgp	 23.74	 316.81	yrchgp	Random	562	0	1.00
1439468067.629	934313	2	3	967	h	h	yrchgp	 23.74	 316.81	yrchgp	Random	1529	0	1.00
1439468068.315	934313	2	4	686	g	g	yrchgp	 23.74	 316.81	yrchgp	Random	2215	0	1.00
1439468068.627	934313	2	5	312	p	p	yrchgp	 23.74	 316.81	yrchgp	Random	2527	0	1.00
1439468072.309	934313	3	0	0	v	v	vtljjo	 28.29	 154.26	vtljjo	Random	0	0	0.75
1439468072.496	934313	3	1	187	y	y	vtljjo	 28.29	 154.26	vtljjo	Random	187	0	0.75
1439468072.964	934313	3	2	467		BackSpace	vtljjo	 28.29	 154.26	vtljjo	Random	654	0	0.75
1439468073.214	934313	3	3	250	t	t	vtljjo	 28.29	 154.26	vtljjo	Random	904	0	0.75
1439468073.557	934313	3	4	343	l	l	vtljjo	 28.29	 154.26	vtljjo	Random	1247	0	0.75
1439468074.087	934313	3	5	530	j	j	vtljjo	 28.29	 154.26	vtljjo	Random	1777	0	0.75
1439468074.181	934313	3	6	94	j	j	vtljjo	 28.29	 154.26	vtljjo	Random	1871	0	0.75
1439468074.43	934313	3	7	250	o	o	vtljjo	 28.29	 154.26	vtljjo	Random	2121	0	0.75
1439468078.486	934313	4	0	0	j	j	jflurm	 40.90	  94.54	jflurm	Random	0	0	1.00
1439468078.83	934313	4	1	343	f	f	jflurm	 40.90	  94.54	jflurm	Random	343	0	1.00
1439468079.048	934313	4	2	219	l	l	jflurm	 40.90	  94.54	jflurm	Random	562	0	1.00
1439468079.485	934313	4	3	436	u	u	jflurm	 40.90	  94.54	jflurm	Random	998	0	1.00
1439468079.703	934313	4	4	219	r	r	jflurm	 40.90	  94.54	jflurm	Random	1217	0	1.00
1439468079.953	934313	4	5	250	m	m	jflurm	 40.90	  94.54	jflurm	Random	1467	0	1.00
1439468084.009	934313	5	0	0	e	e	evvphq	 41.84	 111.56	evvphq	Random	0	0	1.00
1439468084.29	934313	5	1	280	v	v	evvphq	 41.84	 111.56	evvphq	Random	280	0	1.00
1439468084.414	934313	5	2	124	v	v	evvphq	 41.84	 111.56	evvphq	Random	404	0	1.00
1439468084.695	934313	5	3	281	p	p	evvphq	 41.84	 111.56	evvphq	Random	685	0	1.00
1439468085.132	934313	5	4	437	h	h	evvphq	 41.84	 111.56	evvphq	Random	1122	0	1.00
1439468085.444	934313	5	5	312	q	q	evvphq	 41.84	 111.56	evvphq	Random	1434	0	1.00
1439468089.375	934313	6	0	0	s	s	svhslb	 25.99	 349.00	svhslb	Random	0	0	1.00
1439468089.625	934313	6	1	250	v	v	svhslb	 25.99	 349.00	svhslb	Random	250	0	1.00
1439468089.843	934313	6	2	217	h	h	svhslb	 25.99	 349.00	svhslb	Random	467	0	1.00
1439468090.904	934313	6	3	1062	s	s	svhslb	 25.99	 349.00	svhslb	Random	1529	0	1.00
1439468091.372	934313	6	4	467	l	l	svhslb	 25.99	 349.00	svhslb	Random	1996	0	1.00
1439468091.684	934313	6	5	313	b	b	svhslb	 25.99	 349.00	svhslb	Random	2309	0	1.00
1439468095.022	934313	7	0	0	z	z	zydfzz	 38.49	 164.04	zydfzz	Random	0	0	1.00
1439468095.241	934313	7	1	218	y	y	zydfzz	 38.49	 164.04	zydfzz	Random	218	0	1.00
1439468095.553	934313	7	2	312	d	d	zydfzz	 38.49	 164.04	zydfzz	Random	530	0	1.00
1439468096.114	934313	7	3	562	f	f	zydfzz	 38.49	 164.04	zydfzz	Random	1092	0	1.00
1439468096.458	934313	7	4	343	z	z	zydfzz	 38.49	 164.04	zydfzz	Random	1435	0	1.00
1439468096.582	934313	7	5	124	z	z	zydfzz	 38.49	 164.04	zydfzz	Random	1559	0	1.00
1439468099.515	934313	8	0	0	o	o	odkfey	 40.08	 117.40	odkfey	Random	0	0	1.00
1439468100.014	934313	8	1	498	d	d	odkfey	 40.08	 117.40	odkfey	Random	498	0	1.00
1439468100.233	934313	8	2	219	k	k	odkfey	 40.08	 117.40	odkfey	Random	717	0	1.00
1439468100.545	934313	8	3	312	f	f	odkfey	 40.08	 117.40	odkfey	Random	1029	0	1.00
1439468100.763	934313	8	4	218	e	e	odkfey	 40.08	 117.40	odkfey	Random	1247	0	1.00
1439468101.013	934313	8	5	250	y	y	odkfey	 40.08	 117.40	odkfey	Random	1497	0	1.00
1439468106.723	934313	9	0	0	k	k	khpzgp	 23.18	 373.41	khpzgp	Random	0	0	1.00
1439468107.222	934313	9	1	498	h	h	khpzgp	 23.18	 373.41	khpzgp	Random	498	0	1.00
1439468107.409	934313	9	2	187	p	p	khpzgp	 23.18	 373.41	khpzgp	Random	685	0	1.00
1439468108.563	934313	9	3	1154	z	z	khpzgp	 23.18	 373.41	khpzgp	Random	1839	0	1.00
1439468108.969	934313	9	4	407	g	g	khpzgp	 23.18	 373.41	khpzgp	Random	2246	0	1.00
1439468109.312	934313	9	5	342	p	p	khpzgp	 23.18	 373.41	khpzgp	Random	2588	0	1.00
1439468112.245	934313	10	0	0	u	u	uogkww	 26.71	 434.47	uogkww	Random	0	0	1.00
1439468112.495	934313	10	1	250	o	o	uogkww	 26.71	 434.47	uogkww	Random	250	0	1.00
1439468112.838	934313	10	2	343	g	g	uogkww	 26.71	 434.47	uogkww	Random	593	0	1.00
1439468114.055	934313	10	3	1217	k	k	uogkww	 26.71	 434.47	uogkww	Random	1810	0	1.00
1439468114.335	934313	10	4	280	w	w	uogkww	 26.71	 434.47	uogkww	Random	2090	0	1.00
1439468114.491	934313	10	5	156	w	w	uogkww	 26.71	 434.47	uogkww	Random	2246	0	1.00
1439468119.515	934313	11	0	0	b	b	blpsdt	 27.89	 293.88	blpsdt	Random	0	0	1.00
1439468119.733	934313	11	1	217	l	l	blpsdt	 27.89	 293.88	blpsdt	Random	217	0	1.00
1439468119.858	934313	11	2	125	p	p	blpsdt	 27.89	 293.88	blpsdt	Random	342	0	1.00
1439468120.731	934313	11	3	873	s	s	blpsdt	 27.89	 293.88	blpsdt	Random	1215	0	1.00
1439468121.262	934313	11	4	531	d	d	blpsdt	 27.89	 293.88	blpsdt	Random	1746	0	1.00
1439468121.667	934313	11	5	405	t	t	blpsdt	 27.89	 293.88	blpsdt	Random	2151	0	1.00
1439468124.694	934313	12	0	0	o	o	ohrswt	 37.71	  86.92	ohrswt	Random	0	0	1.00
1439468124.975	934313	12	1	280	h	h	ohrswt	 37.71	  86.92	ohrswt	Random	280	0	1.00
1439468125.255	934313	12	2	281	r	r	ohrswt	 37.71	  86.92	ohrswt	Random	561	0	1.00
1439468125.63	934313	12	3	375	s	s	ohrswt	 37.71	  86.92	ohrswt	Random	936	0	1.00
1439468125.848	934313	12	4	218	w	w	ohrswt	 37.71	  86.92	ohrswt	Random	1154	0	1.00
1439468126.285	934313	12	5	437	t	t	ohrswt	 37.71	  86.92	ohrswt	Random	1591	0	1.00
1439468129.873	934313	13	0	0	v	v	vrphmee	 45.25	 102.14	vrphmee	Random	0	0	1.00
1439468130.154	934313	13	1	281	r	r	vrphmee	 45.25	 102.14	vrphmee	Random	281	0	1.00
1439468130.403	934313	13	2	249	p	p	vrphmee	 45.25	 102.14	vrphmee	Random	530	0	1.00
1439468130.809	934313	13	3	406	h	h	vrphmee	 45.25	 102.14	vrphmee	Random	936	0	1.00
1439468131.152	934313	13	4	343	m	m	vrphmee	 45.25	 102.14	vrphmee	Random	1279	0	1.00
1439468131.339	934313	13	5	187	e	e	vrphmee	 45.25	 102.14	vrphmee	Random	1466	0	1.00
1439468131.464	934313	13	6	125	e	e	vrphmee	 45.25	 102.14	vrphmee	Random	1591	0	1.00
1439468135.208	934313	14	0	0	j	j	jaolwh	 33.17	 186.75	jaolwh	Random	0	0	1.00
1439468135.614	934313	14	1	406	a	a	jaolwh	 33.17	 186.75	jaolwh	Random	406	0	1.00
1439468135.801	934313	14	2	187	o	o	jaolwh	 33.17	 186.75	jaolwh	Random	593	0	1.00
1439468136.144	934313	14	3	343	l	l	jaolwh	 33.17	 186.75	jaolwh	Random	936	0	1.00
1439468136.799	934313	14	4	655	w	w	jaolwh	 33.17	 186.75	jaolwh	Random	1591	0	1.00
1439468137.018	934313	14	5	218	h	h	jaolwh	 33.17	 186.75	jaolwh	Random	1809	0	1.00
1439468140.918	934313	15	0	0	x	x	xlndns	 48.12	  57.87	xlndns	Random	0	0	1.00
1439468141.199	934313	15	1	280	l	l	xlndns	 48.12	  57.87	xlndns	Random	280	0	1.00
1439468141.479	934313	15	2	281	n	n	xlndns	 48.12	  57.87	xlndns	Random	561	0	1.00
1439468141.791	934313	15	3	311	d	d	xlndns	 48.12	  57.87	xlndns	Random	872	0	1.00
1439468141.979	934313	15	4	189	n	n	xlndns	 48.12	  57.87	xlndns	Random	1061	0	1.00
1439468142.166	934313	15	5	186	s	s	xlndns	 48.12	  57.87	xlndns	Random	1247	0	1.00
1439468146.159	934313	16	0	0	y	y	ynuyqx	 29.59	 201.79	ynuyqx	Random	0	0	1.00
1439468146.409	934313	16	1	250	n	n	ynuyqx	 29.59	 201.79	ynuyqx	Random	250	0	1.00
1439468146.659	934313	16	2	250	u	u	ynuyqx	 29.59	 201.79	ynuyqx	Random	500	0	1.00
1439468147.158	934313	16	3	499	y	y	ynuyqx	 29.59	 201.79	ynuyqx	Random	999	0	1.00
1439468147.875	934313	16	4	717	q	q	ynuyqx	 29.59	 201.79	ynuyqx	Random	1716	0	1.00
1439468148.187	934313	16	5	312	x	x	ynuyqx	 29.59	 201.79	ynuyqx	Random	2028	0	1.00
