input_time	user_id	stimulus_id	input_index	iki	input	key_symbol	current_input	wpm	sd_iki	stimulus	condition	input_time_ms	uer	ke
1437734024.969	431334	0	0	0	q	q	qwcbcr	 21.13	 313.11	qwcbcr	Random	0	0	1.00
1437734025.344	431334	0	1	375	w	w	qwcbcr	 21.13	 313.11	qwcbcr	Random	375	0	1.00
1437734026.436	431334	0	2	1092	c	c	qwcbcr	 21.13	 313.11	qwcbcr	Random	1467	0	1.00
1437734026.78	431334	0	3	343	b	b	qwcbcr	 21.13	 313.11	qwcbcr	Random	1810	0	1.00
1437734027.185	431334	0	4	405	c	c	qwcbcr	 21.13	 313.11	qwcbcr	Random	2215	0	1.00
1437734027.809	431334	0	5	624	r	r	qwcbcr	 21.13	 313.11	qwcbcr	Random	2839	0	1.00
1437734030.087	431334	1	0	0	c	c	vrutaa	 18.14	 219.18	vrutaa	Random	0	0	0.50
1437734030.336	431334	1	1	249	r	r	vrutaa	 18.14	 219.18	vrutaa	Random	249	0	0.50
1437734030.492	431334	1	2	156	y	y	vrutaa	 18.14	 219.18	vrutaa	Random	405	0	0.50
1437734031.179	431334	1	3	687		BackSpace	vrutaa	 18.14	 219.18	vrutaa	Random	1092	0	0.50
1437734031.304	431334	1	4	125		BackSpace	vrutaa	 18.14	 219.18	vrutaa	Random	1217	0	0.50
1437734031.522	431334	1	5	218		BackSpace	vrutaa	 18.14	 219.18	vrutaa	Random	1435	0	0.50
1437734031.99	431334	1	6	468	v	v	vrutaa	 18.14	 219.18	vrutaa	Random	1903	0	0.50
1437734032.708	431334	1	7	718	r	r	vrutaa	 18.14	 219.18	vrutaa	Random	2621	0	0.50
1437734032.864	431334	1	8	156	u	u	vrutaa	 18.14	 219.18	vrutaa	Random	2777	0	0.50
1437734033.051	431334	1	9	187	t	t	vrutaa	 18.14	 219.18	vrutaa	Random	2964	0	0.50
1437734033.238	431334	1	10	187	a	a	vrutaa	 18.14	 219.18	vrutaa	Random	3151	0	0.50
1437734033.394	431334	1	11	156	a	a	vrutaa	 18.14	 219.18	vrutaa	Random	3307	0	0.50
1437734035.297	431334	2	0	0	v	v	vrphmee	 54.92	 127.45	vrphmee	Random	0	0	1.00
1437734035.547	431334	2	1	250	r	r	vrphmee	 54.92	 127.45	vrphmee	Random	250	0	1.00
1437734035.765	431334	2	2	218	p	p	vrphmee	 54.92	 127.45	vrphmee	Random	468	0	1.00
1437734035.984	431334	2	3	219	h	h	vrphmee	 54.92	 127.45	vrphmee	Random	687	0	1.00
1437734036.42	431334	2	4	436	m	m	vrphmee	 54.92	 127.45	vrphmee	Random	1123	0	1.00
1437734036.483	431334	2	5	63	e	e	vrphmee	 54.92	 127.45	vrphmee	Random	1186	0	1.00
1437734036.608	431334	2	6	125	e	e	vrphmee	 54.92	 127.45	vrphmee	Random	1311	0	1.00
1437734040.82	431334	3	0	0	o	o	ohrswt	 14.57	 381.88	ohrswt	Random	0	0	0.60
1437734040.976	431334	3	1	156	g	g	ohrswt	 14.57	 381.88	ohrswt	Random	156	0	0.60
1437734041.724	431334	3	2	748		BackSpace	ohrswt	 14.57	 381.88	ohrswt	Random	904	0	0.60
1437734041.88	431334	3	3	156	f	f	ohrswt	 14.57	 381.88	ohrswt	Random	1060	0	0.60
1437734042.473	431334	3	4	593		BackSpace	ohrswt	 14.57	 381.88	ohrswt	Random	1653	0	0.60
1437734042.598	431334	3	5	125	h	h	ohrswt	 14.57	 381.88	ohrswt	Random	1778	0	0.60
1437734043.908	431334	3	6	1310	r	r	ohrswt	 14.57	 381.88	ohrswt	Random	3088	0	0.60
1437734044.314	431334	3	7	405	s	s	ohrswt	 14.57	 381.88	ohrswt	Random	3493	0	0.60
1437734044.626	431334	3	8	312	w	w	ohrswt	 14.57	 381.88	ohrswt	Random	3805	0	0.60
1437734044.938	431334	3	9	313	t	t	ohrswt	 14.57	 381.88	ohrswt	Random	4118	0	0.60
1437734046.654	431334	4	0	0	c	c	varawz	 21.38	 266.36	varawz	Random	0	0	0.60
1437734046.779	431334	4	1	125	a	a	varawz	 21.38	 266.36	varawz	Random	125	0	0.60
1437734047.528	431334	4	2	749		BackSpace	varawz	 21.38	 266.36	varawz	Random	874	0	0.60
1437734047.652	431334	4	3	123		BackSpace	varawz	 21.38	 266.36	varawz	Random	997	0	0.60
1437734047.84	431334	4	4	188	v	v	varawz	 21.38	 266.36	varawz	Random	1185	0	0.60
1437734047.902	431334	4	5	62	a	a	varawz	 21.38	 266.36	varawz	Random	1247	0	0.60
1437734048.152	431334	4	6	250	r	r	varawz	 21.38	 266.36	varawz	Random	1497	0	0.60
1437734048.245	431334	4	7	93	a	a	varawz	 21.38	 266.36	varawz	Random	1590	0	0.60
1437734048.838	431334	4	8	594	w	w	varawz	 21.38	 266.36	varawz	Random	2184	0	0.60
1437734049.462	431334	4	9	623	z	z	varawz	 21.38	 266.36	varawz	Random	2807	0	0.60
1437734052.738	431334	5	0	0	g	g	hyohcy	 15.77	 344.14	hyohcy	Random	0	0	0.75
1437734053.612	431334	5	1	874		BackSpace	hyohcy	 15.77	 344.14	hyohcy	Random	874	0	0.75
1437734054.548	431334	5	2	936	h	h	hyohcy	 15.77	 344.14	hyohcy	Random	1810	0	0.75
1437734055.234	431334	5	3	686	y	y	hyohcy	 15.77	 344.14	hyohcy	Random	2496	0	0.75
1437734055.296	431334	5	4	62	o	o	hyohcy	 15.77	 344.14	hyohcy	Random	2558	0	0.75
1437734055.764	431334	5	5	468	h	h	hyohcy	 15.77	 344.14	hyohcy	Random	3026	0	0.75
1437734056.42	431334	5	6	656	c	c	hyohcy	 15.77	 344.14	hyohcy	Random	3682	0	0.75
1437734056.544	431334	5	7	123	y	y	hyohcy	 15.77	 344.14	hyohcy	Random	3805	0	0.75
1437734058.572	431334	6	0	0	m	m	mkacsn	 41.75	 194.29	mkacsn	Random	0	0	1.00
1437734058.635	431334	6	1	62	k	k	mkacsn	 41.75	 194.29	mkacsn	Random	62	0	1.00
1437734058.791	431334	6	2	156	a	a	mkacsn	 41.75	 194.29	mkacsn	Random	218	0	1.00
1437734059.165	431334	6	3	374	c	c	mkacsn	 41.75	 194.29	mkacsn	Random	592	0	1.00
1437734059.727	431334	6	4	562	s	s	mkacsn	 41.75	 194.29	mkacsn	Random	1154	0	1.00
1437734060.01	431334	6	5	283	n	n	mkacsn	 41.75	 194.29	mkacsn	Random	1437	0	1.00
1437734064.034	431334	7	0	0	j	j	jdlwby	 43.70	 167.14	jdlwby	Random	0	0	1.00
1437734064.19	431334	7	1	156	d	d	jdlwby	 43.70	 167.14	jdlwby	Random	156	0	1.00
1437734064.315	431334	7	2	125	l	l	jdlwby	 43.70	 167.14	jdlwby	Random	281	0	1.00
1437734064.721	431334	7	3	406	w	w	jdlwby	 43.70	 167.14	jdlwby	Random	687	0	1.00
1437734065.22	431334	7	4	499	b	b	jdlwby	 43.70	 167.14	jdlwby	Random	1186	0	1.00
1437734065.407	431334	7	5	187	y	y	jdlwby	 43.70	 167.14	jdlwby	Random	1373	0	1.00
1437734068.527	431334	8	0	0	q	q	qjrpgt	 21.61	 278.67	qjrpgt	Random	0	0	1.00
1437734068.808	431334	8	1	281	j	j	qjrpgt	 21.61	 278.67	qjrpgt	Random	281	0	1.00
1437734069.775	431334	8	2	967	r	r	qjrpgt	 21.61	 278.67	qjrpgt	Random	1248	0	1.00
1437734070.087	431334	8	3	311	p	p	qjrpgt	 21.61	 278.67	qjrpgt	Random	1559	0	1.00
1437734070.711	431334	8	4	625	g	g	qjrpgt	 21.61	 278.67	qjrpgt	Random	2184	0	1.00
1437734071.304	431334	8	5	592	t	t	qjrpgt	 21.61	 278.67	qjrpgt	Random	2776	0	1.00
1437734076.608	431334	9	0	0	b	b	bsrpqj	 33.17	 156.20	bsrpqj	Random	0	0	1.00
1437734076.733	431334	9	1	125	s	s	bsrpqj	 33.17	 156.20	bsrpqj	Random	125	0	1.00
1437734077.138	431334	9	2	404	r	r	bsrpqj	 33.17	 156.20	bsrpqj	Random	529	0	1.00
1437734077.482	431334	9	3	345	p	p	bsrpqj	 33.17	 156.20	bsrpqj	Random	874	0	1.00
1437734078.043	431334	9	4	560	q	q	bsrpqj	 33.17	 156.20	bsrpqj	Random	1434	0	1.00
1437734078.418	431334	9	5	375	j	j	bsrpqj	 33.17	 156.20	bsrpqj	Random	1809	0	1.00
1437734081.132	431334	10	0	0	u	u	uchedt	 27.87	 259.16	uchedt	Random	0	0	1.00
1437734081.382	431334	10	1	250	c	c	uchedt	 27.87	 259.16	uchedt	Random	250	0	1.00
1437734082.255	431334	10	2	873	h	h	uchedt	 27.87	 259.16	uchedt	Random	1123	0	1.00
1437734082.598	431334	10	3	343	e	e	uchedt	 27.87	 259.16	uchedt	Random	1466	0	1.00
1437734083.035	431334	10	4	437	d	d	uchedt	 27.87	 259.16	uchedt	Random	1903	0	1.00
1437734083.285	431334	10	5	250	t	t	uchedt	 27.87	 259.16	uchedt	Random	2153	0	1.00
1437734085.032	431334	11	0	0	z	z	zfcspx	 16.03	 650.14	zfcspx	Random	0	0	1.00
1437734086.686	431334	11	1	1654	f	f	zfcspx	 16.03	 650.14	zfcspx	Random	1654	0	1.00
1437734087.871	431334	11	2	1184	c	c	zfcspx	 16.03	 650.14	zfcspx	Random	2838	0	1.00
1437734087.965	431334	11	3	94	s	s	zfcspx	 16.03	 650.14	zfcspx	Random	2932	0	1.00
1437734088.277	431334	11	4	312	p	p	zfcspx	 16.03	 650.14	zfcspx	Random	3244	0	1.00
1437734088.776	431334	11	5	499	x	x	zfcspx	 16.03	 650.14	zfcspx	Random	3743	0	1.00
1437734090.742	431334	12	0	0	p	p	prtowz	 37.74	 178.98	prtowz	Random	0	0	1.00
1437734090.835	431334	12	1	92	r	r	prtowz	 37.74	 178.98	prtowz	Random	92	0	1.00
