input_time	user_id	stimulus_id	input_index	iki	input	key_symbol	current_input	wpm	sd_iki	stimulus	condition	input_time_ms	uer	ke
1437463696.959	419655	0	0	0	Shift_L	Shift_L	Onneksi qwcpr ok.	 30.32	 285.28	Onneksi qwcpr ok.	Mix	0	0	0.94
1437463697.052	419655	0	1	92	O	O	Onneksi qwcpr ok.	 30.32	 285.28	Onneksi qwcpr ok.	Mix	92	0	0.94
1437463697.271	419655	0	2	219	n	n	Onneksi qwcpr ok.	 30.32	 285.28	Onneksi qwcpr ok.	Mix	311	0	0.94
1437463697.427	419655	0	3	156	n	n	Onneksi qwcpr ok.	 30.32	 285.28	Onneksi qwcpr ok.	Mix	467	0	0.94
1437463697.552	419655	0	4	125	e	e	Onneksi qwcpr ok.	 30.32	 285.28	Onneksi qwcpr ok.	Mix	592	0	0.94
1437463697.645	419655	0	5	93	k	k	Onneksi qwcpr ok.	 30.32	 285.28	Onneksi qwcpr ok.	Mix	685	0	0.94
1437463697.801	419655	0	6	157	s	s	Onneksi qwcpr ok.	 30.32	 285.28	Onneksi qwcpr ok.	Mix	842	0	0.94
1437463698.176	419655	0	7	375	i	i	Onneksi qwcpr ok.	 30.32	 285.28	Onneksi qwcpr ok.	Mix	1217	0	0.94
1437463698.488	419655	0	8	311	_	space	Onneksi qwcpr ok.	 30.32	 285.28	Onneksi qwcpr ok.	Mix	1528	0	0.94
1437463699.736	419655	0	9	1248	q	q	Onneksi qwcpr ok.	 30.32	 285.28	Onneksi qwcpr ok.	Mix	2776	0	0.94
1437463700.172	419655	0	10	436	w	w	Onneksi qwcpr ok.	 30.32	 285.28	Onneksi qwcpr ok.	Mix	3212	0	0.94
1437463700.672	419655	0	11	500	c	c	Onneksi qwcpr ok.	 30.32	 285.28	Onneksi qwcpr ok.	Mix	3712	0	0.94
1437463701.171	419655	0	12	499	p	p	Onneksi qwcpr ok.	 30.32	 285.28	Onneksi qwcpr ok.	Mix	4211	0	0.94
1437463701.545	419655	0	13	374	r	r	Onneksi qwcpr ok.	 30.32	 285.28	Onneksi qwcpr ok.	Mix	4585	0	0.94
1437463702.138	419655	0	14	593	_	space	Onneksi qwcpr ok.	 30.32	 285.28	Onneksi qwcpr ok.	Mix	5178	0	0.94
1437463702.419	419655	0	15	281	o	o	Onneksi qwcpr ok.	 30.32	 285.28	Onneksi qwcpr ok.	Mix	5459	0	0.94
1437463702.637	419655	0	16	218	k	k	Onneksi qwcpr ok.	 30.32	 285.28	Onneksi qwcpr ok.	Mix	5677	0	0.94
1437463703.292	419655	0	17	655	.	period	Onneksi qwcpr ok.	 30.32	 285.28	Onneksi qwcpr ok.	Mix	6332	0	0.94
1437463709.236	419655	1	0	0	Shift_L	Shift_L	Tämä näyttää jaowlht hyvältä.	 44.51	 242.04	Tämä näyttää jaowlht hyvältä.	Mix	0	0	0.97
1437463709.392	419655	1	1	155	T	T	Tämä näyttää jaowlht hyvältä.	 44.51	 242.04	Tämä näyttää jaowlht hyvältä.	Mix	155	0	0.97
1437463709.579	419655	1	2	187	ä	adiaeresis	Tämä näyttää jaowlht hyvältä.	 44.51	 242.04	Tämä näyttää jaowlht hyvältä.	Mix	342	0	0.97
1437463709.766	419655	1	3	187	m	m	Tämä näyttää jaowlht hyvältä.	 44.51	 242.04	Tämä näyttää jaowlht hyvältä.	Mix	529	0	0.97
1437463709.86	419655	1	4	94	ä	adiaeresis	Tämä näyttää jaowlht hyvältä.	 44.51	 242.04	Tämä näyttää jaowlht hyvältä.	Mix	623	0	0.97
1437463710.297	419655	1	5	437	_	space	Tämä näyttää jaowlht hyvältä.	 44.51	 242.04	Tämä näyttää jaowlht hyvältä.	Mix	1060	0	0.97
1437463710.484	419655	1	6	187	n	n	Tämä näyttää jaowlht hyvältä.	 44.51	 242.04	Tämä näyttää jaowlht hyvältä.	Mix	1247	0	0.97
1437463710.578	419655	1	7	95	ä	adiaeresis	Tämä näyttää jaowlht hyvältä.	 44.51	 242.04	Tämä näyttää jaowlht hyvältä.	Mix	1342	0	0.97
1437463710.827	419655	1	8	248	y	y	Tämä näyttää jaowlht hyvältä.	 44.51	 242.04	Tämä näyttää jaowlht hyvältä.	Mix	1590	0	0.97
1437463711.014	419655	1	9	187	t	t	Tämä näyttää jaowlht hyvältä.	 44.51	 242.04	Tämä näyttää jaowlht hyvältä.	Mix	1777	0	0.97
1437463711.202	419655	1	10	188	t	t	Tämä näyttää jaowlht hyvältä.	 44.51	 242.04	Tämä näyttää jaowlht hyvältä.	Mix	1965	0	0.97
1437463711.264	419655	1	11	62	ä	adiaeresis	Tämä näyttää jaowlht hyvältä.	 44.51	 242.04	Tämä näyttää jaowlht hyvältä.	Mix	2027	0	0.97
1437463711.451	419655	1	12	187	ä	adiaeresis	Tämä näyttää jaowlht hyvältä.	 44.51	 242.04	Tämä näyttää jaowlht hyvältä.	Mix	2214	0	0.97
1437463711.701	419655	1	13	250	_	space	Tämä näyttää jaowlht hyvältä.	 44.51	 242.04	Tämä näyttää jaowlht hyvältä.	Mix	2464	0	0.97
1437463711.888	419655	1	14	187	j	j	Tämä näyttää jaowlht hyvältä.	 44.51	 242.04	Tämä näyttää jaowlht hyvältä.	Mix	2651	0	0.97
