input_time	user_id	stimulus_id	input_index	iki	input	key_symbol	current_input	wpm	sd_iki	stimulus	condition	input_time_ms	uer	ke
1439554420.518	851866	0	0	0	p	p	psdrwk	 17.97	 537.86	psdrwk	Random	0	0	1.00
1439554420.83	851866	0	1	312	s	s	psdrwk	 17.97	 537.86	psdrwk	Random	312	0	1.00
1439554421.111	851866	0	2	281	d	d	psdrwk	 17.97	 537.86	psdrwk	Random	593	0	1.00
1439554422.702	851866	0	3	1591	r	r	psdrwk	 17.97	 537.86	psdrwk	Random	2184	0	1.00
1439554423.357	851866	0	4	655	w	w	psdrwk	 17.97	 537.86	psdrwk	Random	2839	0	1.00
1439554423.856	851866	0	5	499	k	k	psdrwk	 17.97	 537.86	psdrwk	Random	3338	0	1.00
1439554426.54	851866	1	0	0	c	c	cxwxyz	  8.74	 601.81	cxwxyz	Random	0	0	0.75
1439554427.382	851866	1	1	842	w	w	cxwxyz	  8.74	 601.81	cxwxyz	Random	842	0	0.75
1439554428.131	851866	1	2	749		BackSpace	cxwxyz	  8.74	 601.81	cxwxyz	Random	1591	0	0.75
1439554428.911	851866	1	3	780	x	x	cxwxyz	  8.74	 601.81	cxwxyz	Random	2371	0	0.75
1439554429.566	851866	1	4	655	w	w	cxwxyz	  8.74	 601.81	cxwxyz	Random	3026	0	0.75
1439554431.906	851866	1	5	2339	x	x	cxwxyz	  8.74	 601.81	cxwxyz	Random	5365	0	0.75
1439554432.624	851866	1	6	719	y	y	cxwxyz	  8.74	 601.81	cxwxyz	Random	6084	0	0.75
1439554433.404	851866	1	7	780	z	z	cxwxyz	  8.74	 601.81	cxwxyz	Random	6864	0	0.75
1439554435.557	851866	2	0	0	j	j	jvhs1b	 18.14	 178.05	jvhs1b	Random	0	0	1.00
1439554436.461	851866	2	1	904	v	v	jvhs1b	 18.14	 178.05	jvhs1b	Random	904	0	1.00
1439554436.898	851866	2	2	437	h	h	jvhs1b	 18.14	 178.05	jvhs1b	Random	1341	0	1.00
1439554437.553	851866	2	3	655	s	s	jvhs1b	 18.14	 178.05	jvhs1b	Random	1996	0	1.00
1439554438.115	851866	2	4	562	1	1	jvhs1b	 18.14	 178.05	jvhs1b	Random	2558	0	1.00
1439554438.864	851866	2	5	749	b	b	jvhs1b	 18.14	 178.05	jvhs1b	Random	3307	0	1.00
1439554440.861	851866	3	0	0	e	e	evvphq	 16.88	 456.56	evvphq	Random	0	0	1.00
1439554441.547	851866	3	1	685	v	v	evvphq	 16.88	 456.56	evvphq	Random	685	0	1.00
1439554441.765	851866	3	2	219	v	v	evvphq	 16.88	 456.56	evvphq	Random	904	0	1.00
1439554442.608	851866	3	3	842	p	p	evvphq	 16.88	 456.56	evvphq	Random	1746	0	1.00
1439554443.013	851866	3	4	405	h	h	evvphq	 16.88	 456.56	evvphq	Random	2151	0	1.00
1439554444.417	851866	3	5	1404	q	q	evvphq	 16.88	 456.56	evvphq	Random	3555	0	1.00
1439554446.945	851866	4	0	0	j	j	jkgaqe	 20.03	 344.12	jkgaqe	Random	0	0	1.00
1439554447.413	851866	4	1	468	k	k	jkgaqe	 20.03	 344.12	jkgaqe	Random	468	0	1.00
1439554448.536	851866	4	2	1123	g	g	jkgaqe	 20.03	 344.12	jkgaqe	Random	1591	0	1.00
1439554448.941	851866	4	3	405	a	a	jkgaqe	 20.03	 344.12	jkgaqe	Random	1996	0	1.00
1439554449.69	851866	4	4	749	q	q	jkgaqe	 20.03	 344.12	jkgaqe	Random	2745	0	1.00
1439554449.94	851866	4	5	250	e	e	jkgaqe	 20.03	 344.12	jkgaqe	Random	2995	0	1.00
1439554451.749	851866	5	0	0	q	q	qslpag	 26.71	 290.31	qslpag	Random	0	0	1.00
1439554452.093	851866	5	1	343	s	s	qslpag	 26.71	 290.31	qslpag	Random	343	0	1.00
1439554452.405	851866	5	2	312	l	l	qslpag	 26.71	 290.31	qslpag	Random	655	0	1.00
1439554453.341	851866	5	3	937	p	p	qslpag	 26.71	 290.31	qslpag	Random	1592	0	1.00
1439554453.528	851866	5	4	187	a	a	qslpag	 26.71	 290.31	qslpag	Random	1779	0	1.00
1439554453.996	851866	5	5	467	g	g	qslpag	 26.71	 290.31	qslpag	Random	2246	0	1.00
1439554456.273	851866	6	0	0	p	p	blpsdt	 11.45	 463.98	blpsdt	Random	0	0	0.60
1439554456.461	851866	6	1	187	l	l	blpsdt	 11.45	 463.98	blpsdt	Random	187	0	0.60
1439554457.303	851866	6	2	842		BackSpace	blpsdt	 11.45	 463.98	blpsdt	Random	1029	0	0.60
1439554457.584	851866	6	3	282		BackSpace	blpsdt	 11.45	 463.98	blpsdt	Random	1311	0	0.60
1439554459.206	851866	6	4	1622	b	b	blpsdt	 11.45	 463.98	blpsdt	Random	2933	0	0.60
1439554459.393	851866	6	5	186	l	l	blpsdt	 11.45	 463.98	blpsdt	Random	3119	0	0.60
1439554460.08	851866	6	6	687	p	p	blpsdt	 11.45	 463.98	blpsdt	Random	3806	0	0.60
1439554460.829	851866	6	7	749	s	s	blpsdt	 11.45	 463.98	blpsdt	Random	4555	0	0.60
1439554461.265	851866	6	8	437	d	d	blpsdt	 11.45	 463.98	blpsdt	Random	4992	0	0.60
1439554461.515	851866	6	9	250	t	t	blpsdt	 11.45	 463.98	blpsdt	Random	5242	0	0.60
1439554463.73	851866	7	0	0	p	p	pshegog	 34.43	 196.94	pshegog	Random	0	0	1.00
1439554463.886	851866	7	1	155	s	s	pshegog	 34.43	 196.94	pshegog	Random	155	0	1.00
1439554464.261	851866	7	2	375	h	h	pshegog	 34.43	 196.94	pshegog	Random	530	0	1.00
1439554464.666	851866	7	3	405	e	e	pshegog	 34.43	 196.94	pshegog	Random	935	0	1.00
1439554465.353	851866	7	4	687	g	g	pshegog	 34.43	 196.94	pshegog	Random	1622	0	1.00
1439554465.509	851866	7	5	157	o	o	pshegog	 34.43	 196.94	pshegog	Random	1779	0	1.00
1439554465.821	851866	7	6	312	g	g	pshegog	 34.43	 196.94	pshegog	Random	2091	0	1.00
1439554468.254	851866	8	0	0	u	u	uchedt	 23.45	 266.68	uchedt	Random	0	0	1.00
1439554468.597	851866	8	1	342	c	c	uchedt	 23.45	 266.68	uchedt	Random	342	0	1.00
1439554469.502	851866	8	2	906	h	h	uchedt	 23.45	 266.68	uchedt	Random	1248	0	1.00
1439554470.157	851866	8	3	655	e	e	uchedt	 23.45	 266.68	uchedt	Random	1903	0	1.00
1439554470.407	851866	8	4	250	d	d	uchedt	 23.45	 266.68	uchedt	Random	2153	0	1.00
1439554470.813	851866	8	5	406	t	t	uchedt	 23.45	 266.68	uchedt	Random	2559	0	1.00
1439554472.934	851866	9	0	0	a	a	awnjvd	 21.85	 259.48	awnjvd	Random	0	0	1.00
1439554473.153	851866	9	1	219	w	w	awnjvd	 21.85	 259.48	awnjvd	Random	219	0	1.00
1439554473.558	851866	9	2	405	n	n	awnjvd	 21.85	 259.48	awnjvd	Random	624	0	1.00
1439554474.369	851866	9	3	810	j	j	awnjvd	 21.85	 259.48	awnjvd	Random	1434	0	1.00
1439554475.181	851866	9	4	812	v	v	awnjvd	 21.85	 259.48	awnjvd	Random	2246	0	1.00
1439554475.68	851866	9	5	500	d	d	awnjvd	 21.85	 259.48	awnjvd	Random	2746	0	1.00
1439554477.708	851866	10	0	0	o	o	oahpnh	 22.36	 158.27	oahpnh	Random	0	0	1.00
1439554478.02	851866	10	1	312	a	a	oahpnh	 22.36	 158.27	oahpnh	Random	312	0	1.00
1439554478.519	851866	10	2	499	h	h	oahpnh	 22.36	 158.27	oahpnh	Random	811	0	1.00
1439554479.237	851866	10	3	718	p	p	oahpnh	 22.36	 158.27	oahpnh	Random	1529	0	1.00
1439554479.736	851866	10	4	499	n	n	oahpnh	 22.36	 158.27	oahpnh	Random	2028	0	1.00
1439554480.391	851866	10	5	655	h	h	oahpnh	 22.36	 158.27	oahpnh	Random	2683	0	1.00
1439554484.041	851866	11	0	0	q	q	qjrpgt	 17.97	 285.59	qjrpgt	Random	0	0	1.00
1439554484.759	851866	11	1	718	j	j	qjrpgt	 17.97	 285.59	qjrpgt	Random	718	0	1.00
1439554485.196	851866	11	2	437	r	r	qjrpgt	 17.97	 285.59	qjrpgt	Random	1155	0	1.00
1439554486.132	851866	11	3	936	p	p	qjrpgt	 17.97	 285.59	qjrpgt	Random	2091	0	1.00
1439554487.068	851866	11	4	936	g	g	qjrpgt	 17.97	 285.59	qjrpgt	Random	3027	0	1.00
1439554487.38	851866	11	5	312	t	t	qjrpgt	 17.97	 285.59	qjrpgt	Random	3339	0	1.00
1439554489.127	851866	12	0	0	j	j	jaolwh	 25.65	 270.26	jaolwh	Random	0	0	1.00
1439554489.314	851866	12	1	186	a	a	jaolwh	 25.65	 270.26	jaolwh	Random	186	0	1.00
1439554489.689	851866	12	2	375	o	o	jaolwh	 25.65	 270.26	jaolwh	Random	561	0	1.00
1439554490.562	851866	12	3	873	l	l	jaolwh	 25.65	 270.26	jaolwh	Random	1434	0	1.00
1439554491.155	851866	12	4	593	w	w	jaolwh	 25.65	 270.26	jaolwh	Random	2027	0	1.00
1439554491.467	851866	12	5	312	h	h	jaolwh	 25.65	 270.26	jaolwh	Random	2339	0	1.00
1439554495.242	851866	13	0	0	g	g	gvjbhj	 17.33	 143.97	gvjbhj	Random	0	0	1.00
1439554495.835	851866	13	1	592	v	v	gvjbhj	 17.33	 143.97	gvjbhj	Random	592	0	1.00
1439554496.677	851866	13	2	842	j	j	gvjbhj	 17.33	 143.97	gvjbhj	Random	1434	0	1.00
1439554497.52	851866	13	3	843	b	b	gvjbhj	 17.33	 143.97	gvjbhj	Random	2277	0	1.00
1439554498.05	851866	13	4	530	h	h	gvjbhj	 17.33	 143.97	gvjbhj	Random	2807	0	1.00
1439554498.705	851866	13	5	655	j	j	gvjbhj	 17.33	 143.97	gvjbhj	Random	3462	0	1.00
1439554501.42	851866	14	0	0	j	j	jdlwbu	 18.50	 409.63	jdlwbu	Random	0	0	1.00
