input_time	user_id	stimulus_id	input_index	iki	input	key_symbol	current_input	wpm	sd_iki	stimulus	condition	input_time_ms	uer	ke
1439303399.666	823773	0	0	0	Shift_L	Shift_L	I am on my way.	 28.95	 123.07	I am on my way.	Sentences	0	0	0.44
1439303400.072	823773	0	1	406	O	O	I am on my way.	 28.95	 123.07	I am on my way.	Sentences	406	0	0.44
1439303400.29	823773	0	2	218	_	space	I am on my way.	 28.95	 123.07	I am on my way.	Sentences	624	0	0.44
1439303400.353	823773	0	3	63	a	a	I am on my way.	 28.95	 123.07	I am on my way.	Sentences	687	0	0.44
1439303400.79	823773	0	4	437		BackSpace	I am on my way.	 28.95	 123.07	I am on my way.	Sentences	1124	0	0.44
1439303400.914	823773	0	5	124		BackSpace	I am on my way.	 28.95	 123.07	I am on my way.	Sentences	1248	0	0.44
1439303401.008	823773	0	6	94		BackSpace	I am on my way.	 28.95	 123.07	I am on my way.	Sentences	1342	0	0.44
1439303401.164	823773	0	7	156		BackSpace	I am on my way.	 28.95	 123.07	I am on my way.	Sentences	1498	0	0.44
1439303401.258	823773	0	8	94	Shift_L	Shift_L	I am on my way.	 28.95	 123.07	I am on my way.	Sentences	1592	0	0.44
1439303401.351	823773	0	9	93	I	I	I am on my way.	 28.95	 123.07	I am on my way.	Sentences	1685	0	0.44
1439303401.601	823773	0	10	250	_	space	I am on my way.	 28.95	 123.07	I am on my way.	Sentences	1935	0	0.44
1439303401.726	823773	0	11	125	a	a	I am on my way.	 28.95	 123.07	I am on my way.	Sentences	2060	0	0.44
1439303401.819	823773	0	12	93	m	m	I am on my way.	 28.95	 123.07	I am on my way.	Sentences	2153	0	0.44
1439303402.318	823773	0	13	499	_	space	I am on my way.	 28.95	 123.07	I am on my way.	Sentences	2652	0	0.44
1439303402.474	823773	0	14	156	o	o	I am on my way.	 28.95	 123.07	I am on my way.	Sentences	2808	0	0.44
1439303402.506	823773	0	15	32	n	n	I am on my way.	 28.95	 123.07	I am on my way.	Sentences	2840	0	0.44
1439303402.693	823773	0	16	187	_	space	I am on my way.	 28.95	 123.07	I am on my way.	Sentences	3027	0	0.44
