input_time	user_id	stimulus_id	input_index	iki	input	key_symbol	current_input	wpm	sd_iki	stimulus	condition	input_time_ms	uer	ke
1438008139.468	5307	0	0	0	Shift_L	Shift_L	Pitääkö meidän zydfzz jutella?	 60.60	 204.60	Pitääkö meidän zydfzz jutella?	Mix	0	0	0.94
1438008139.624	5307	0	1	156	P	P	Pitääkö meidän zydfzz jutella?	 60.60	 204.60	Pitääkö meidän zydfzz jutella?	Mix	156	0	0.94
1438008139.874	5307	0	2	250	i	i	Pitääkö meidän zydfzz jutella?	 60.60	 204.60	Pitääkö meidän zydfzz jutella?	Mix	406	0	0.94
1438008140.03	5307	0	3	156	t	t	Pitääkö meidän zydfzz jutella?	 60.60	 204.60	Pitääkö meidän zydfzz jutella?	Mix	562	0	0.94
1438008140.123	5307	0	4	92	ä	adiaeresis	Pitääkö meidän zydfzz jutella?	 60.60	 204.60	Pitääkö meidän zydfzz jutella?	Mix	654	0	0.94
1438008140.31	5307	0	5	188	ä	adiaeresis	Pitääkö meidän zydfzz jutella?	 60.60	 204.60	Pitääkö meidän zydfzz jutella?	Mix	842	0	0.94
1438008140.466	5307	0	6	156	k	k	Pitääkö meidän zydfzz jutella?	 60.60	 204.60	Pitääkö meidän zydfzz jutella?	Mix	998	0	0.94
1438008140.56	5307	0	7	94	ö	odiaeresis	Pitääkö meidän zydfzz jutella?	 60.60	 204.60	Pitääkö meidän zydfzz jutella?	Mix	1092	0	0.94
1438008140.622	5307	0	8	62	_	space	Pitääkö meidän zydfzz jutella?	 60.60	 204.60	Pitääkö meidän zydfzz jutella?	Mix	1154	0	0.94
1438008140.778	5307	0	9	156	m	m	Pitääkö meidän zydfzz jutella?	 60.60	 204.60	Pitääkö meidän zydfzz jutella?	Mix	1310	0	0.94
1438008140.903	5307	0	10	125	e	e	Pitääkö meidän zydfzz jutella?	 60.60	 204.60	Pitääkö meidän zydfzz jutella?	Mix	1435	0	0.94
1438008140.903	5307	0	11	0	i	i	Pitääkö meidän zydfzz jutella?	 60.60	 204.60	Pitääkö meidän zydfzz jutella?	Mix	1435	0	0.94
1438008141.56	5307	0	12	657	d	d	Pitääkö meidän zydfzz jutella?	 60.60	 204.60	Pitääkö meidän zydfzz jutella?	Mix	2092	0	0.94
1438008141.623	5307	0	13	62	ä	adiaeresis	Pitääkö meidän zydfzz jutella?	 60.60	 204.60	Pitääkö meidän zydfzz jutella?	Mix	2154	0	0.94
