input_time	user_id	stimulus_id	input_index	iki	input	key_symbol	current_input	wpm	sd_iki	stimulus	condition	input_time_ms	uer	ke
1438943632.318	364976	0	0	0	Shift_L	Shift_L	zfcspx	 13.94	 193.93	zfcspx	Random	0	0	0.55
1438943633.067	364976	0	1	748	z	z	zfcspx	 13.94	 193.93	zfcspx	Random	748	0	0.55
1438943633.691	364976	0	2	624	f	f	zfcspx	 13.94	 193.93	zfcspx	Random	1372	0	0.55
1438943634.284	364976	0	3	593	c	c	zfcspx	 13.94	 193.93	zfcspx	Random	1965	0	0.55
1438943634.658	364976	0	4	374	s	s	zfcspx	 13.94	 193.93	zfcspx	Random	2339	0	0.55
1438943634.908	364976	0	5	250	p	p	zfcspx	 13.94	 193.93	zfcspx	Random	2589	0	0.55
1438943635.251	364976	0	6	343	z	z	zfcspx	 13.94	 193.93	zfcspx	Random	2932	0	0.55
1438943635.844	364976	0	7	594	x	x	zfcspx	 13.94	 193.93	zfcspx	Random	3526	0	0.55
1438943636.156	364976	0	8	311		BackSpace	zfcspx	 13.94	 193.93	zfcspx	Random	3837	0	0.55
1438943636.468	364976	0	9	312		BackSpace	zfcspx	 13.94	 193.93	zfcspx	Random	4149	0	0.55
1438943636.624	364976	0	10	156	x	x	zfcspx	 13.94	 193.93	zfcspx	Random	4305	0	0.55
1438943638.215	364976	1	0	0	p	p	psdrwk	 26.34	 209.33	psdrwk	Random	0	0	0.75
1438943638.34	364976	1	1	125	s	s	psdrwk	 26.34	 209.33	psdrwk	Random	125	0	0.75
1438943638.465	364976	1	2	125	d	d	psdrwk	 26.34	 209.33	psdrwk	Random	250	0	0.75
1438943638.901	364976	1	3	436	e	e	psdrwk	 26.34	 209.33	psdrwk	Random	686	0	0.75
1438943639.432	364976	1	4	531		BackSpace	psdrwk	 26.34	 209.33	psdrwk	Random	1217	0	0.75
1438943639.525	364976	1	5	93	r	r	psdrwk	 26.34	 209.33	psdrwk	Random	1310	0	0.75
1438943640.118	364976	1	6	593	w	w	psdrwk	 26.34	 209.33	psdrwk	Random	1903	0	0.75
1438943640.493	364976	1	7	375	k	k	psdrwk	 26.34	 209.33	psdrwk	Random	2278	0	0.75
1438943641.928	364976	2	0	0	w	w	weqppe	 37.71	 281.92	weqppe	Random	0	0	1.00
1438943642.053	364976	2	1	125	e	e	weqppe	 37.71	 281.92	weqppe	Random	125	0	1.00
1438943642.864	364976	2	2	811	q	q	weqppe	 37.71	 281.92	weqppe	Random	936	0	1.00
1438943643.145	364976	2	3	281	p	p	weqppe	 37.71	 281.92	weqppe	Random	1217	0	1.00
1438943643.301	364976	2	4	156	p	p	weqppe	 37.71	 281.92	weqppe	Random	1373	0	1.00
1438943643.519	364976	2	5	218	e	e	weqppe	 37.71	 281.92	weqppe	Random	1591	0	1.00
1438943644.736	364976	3	0	0	a	a	aekbru	 50.68	  75.64	aekbru	Random	0	0	1.00
1438943644.923	364976	3	1	187	e	e	aekbru	 50.68	  75.64	aekbru	Random	187	0	1.00
1438943645.079	364976	3	2	155	k	k	aekbru	 50.68	  75.64	aekbru	Random	342	0	1.00
1438943645.422	364976	3	3	343	b	b	aekbru	 50.68	  75.64	aekbru	Random	685	0	1.00
1438943645.703	364976	3	4	282	r	r	aekbru	 50.68	  75.64	aekbru	Random	967	0	1.00
1438943645.921	364976	3	5	217	u	u	aekbru	 50.68	  75.64	aekbru	Random	1184	0	1.00
1438943647.419	364976	4	0	0	p	p	ophxwt	 17.33	 236.97	ophxwt	Random	0	0	0.50
1438943647.731	364976	4	1	312		BackSpace	ophxwt	 17.33	 236.97	ophxwt	Random	312	0	0.50
1438943647.887	364976	4	2	156	o	o	ophxwt	 17.33	 236.97	ophxwt	Random	468	0	0.50
1438943648.043	364976	4	3	156	p	p	ophxwt	 17.33	 236.97	ophxwt	Random	624	0	0.50
1438943648.636	364976	4	4	593	h	h	ophxwt	 17.33	 236.97	ophxwt	Random	1217	0	0.50
1438943649.416	364976	4	5	779	x	x	ophxwt	 17.33	 236.97	ophxwt	Random	1996	0	0.50
1438943650.009	364976	4	6	594	q	q	ophxwt	 17.33	 236.97	ophxwt	Random	2590	0	0.50
1438943650.321	364976	4	7	312	t	t	ophxwt	 17.33	 236.97	ophxwt	Random	2902	0	0.50
1438943650.57	364976	4	8	249		BackSpace	ophxwt	 17.33	 236.97	ophxwt	Random	3151	0	0.50
1438943650.695	364976	4	9	125		BackSpace	ophxwt	 17.33	 236.97	ophxwt	Random	3276	0	0.50
1438943650.757	364976	4	10	62	w	w	ophxwt	 17.33	 236.97	ophxwt	Random	3338	0	0.50
1438943650.882	364976	4	11	125	t	t	ophxwt	 17.33	 236.97	ophxwt	Random	3463	0	0.50
1438943652.161	364976	5	0	0	v	v	vrutaa	 64.17	  62.63	vrutaa	Random	0	0	1.00
1438943652.442	364976	5	1	280	r	r	vrutaa	 64.17	  62.63	vrutaa	Random	280	0	1.00
1438943652.661	364976	5	2	220	u	u	vrutaa	 64.17	  62.63	vrutaa	Random	500	0	1.00
1438943652.785	364976	5	3	124	t	t	vrutaa	 64.17	  62.63	vrutaa	Random	624	0	1.00
