input_time	user_id	stimulus_id	input_index	iki	input	key_symbol	current_input	wpm	sd_iki	stimulus	condition	input_time_ms	uer	ke
1438165780.746	398591	0	0	0	Shift_L	Shift_L	I am trying again.	 29.86	 302.35	I am trying again.	Sentences	0	0	0.95
1438165780.902	398591	0	1	155	I	I	I am trying again.	 29.86	 302.35	I am trying again.	Sentences	155	0	0.95
1438165781.37	398591	0	2	468	_	space	I am trying again.	 29.86	 302.35	I am trying again.	Sentences	623	0	0.95
1438165781.744	398591	0	3	374	a	a	I am trying again.	 29.86	 302.35	I am trying again.	Sentences	997	0	0.95
1438165781.807	398591	0	4	63	m	m	I am trying again.	 29.86	 302.35	I am trying again.	Sentences	1060	0	0.95
1438165782.025	398591	0	5	219	_	space	I am trying again.	 29.86	 302.35	I am trying again.	Sentences	1279	0	0.95
1438165782.493	398591	0	6	467	t	t	I am trying again.	 29.86	 302.35	I am trying again.	Sentences	1746	0	0.95
1438165782.743	398591	0	7	250	r	r	I am trying again.	 29.86	 302.35	I am trying again.	Sentences	1996	0	0.95
1438165783.741	398591	0	8	998	y	y	I am trying again.	 29.86	 302.35	I am trying again.	Sentences	2994	0	0.95
1438165784.022	398591	0	9	282	i	i	I am trying again.	 29.86	 302.35	I am trying again.	Sentences	3276	0	0.95
1438165784.116	398591	0	10	93	n	n	I am trying again.	 29.86	 302.35	I am trying again.	Sentences	3369	0	0.95
1438165784.24	398591	0	11	124	g	g	I am trying again.	 29.86	 302.35	I am trying again.	Sentences	3493	0	0.95
1438165784.396	398591	0	12	156	_	space	I am trying again.	 29.86	 302.35	I am trying again.	Sentences	3649	0	0.95
1438165784.802	398591	0	13	406	a	a	I am trying again.	 29.86	 302.35	I am trying again.	Sentences	4055	0	0.95
1438165785.176	398591	0	14	375	g	g	I am trying again.	 29.86	 302.35	I am trying again.	Sentences	4430	0	0.95
1438165785.738	398591	0	15	561	a	a	I am trying again.	 29.86	 302.35	I am trying again.	Sentences	4991	0	0.95
1438165786.487	398591	0	16	749	i	i	I am trying again.	 29.86	 302.35	I am trying again.	Sentences	5740	0	0.95
1438165786.518	398591	0	17	31	n	n	I am trying again.	 29.86	 302.35	I am trying again.	Sentences	5771	0	0.95
1438165787.579	398591	0	18	1061	.	period	I am trying again.	 29.86	 302.35	I am trying again.	Sentences	6832	0	0.95
