input_time	user_id	stimulus_id	input_index	iki	input	key_symbol	current_input	wpm	sd_iki	stimulus	condition	input_time_ms	uer	ke
1438242492.223	68349	0	0	0	o	o	oxbcqh	 14.14	 720.89	oxbcqh	Random	0	0	1.00
1438242492.379	68349	0	1	155	x	x	oxbcqh	 14.14	 720.89	oxbcqh	Random	155	0	1.00
1438242492.659	68349	0	2	280	b	b	oxbcqh	 14.14	 720.89	oxbcqh	Random	435	0	1.00
1438242494.438	68349	0	3	1779	c	c	oxbcqh	 14.14	 720.89	oxbcqh	Random	2214	0	1.00
1438242495.873	68349	0	4	1435	q	q	oxbcqh	 14.14	 720.89	oxbcqh	Random	3649	0	1.00
1438242496.466	68349	0	5	594	h	h	oxbcqh	 14.14	 720.89	oxbcqh	Random	4243	0	1.00
1438242499.43	68349	1	0	0	o	o	oahpnh	 18.50	 393.32	oahpnh	Random	0	0	0.75
1438242499.586	68349	1	1	155	a	a	oahpnh	 18.50	 393.32	oahpnh	Random	155	0	0.75
1438242499.804	68349	1	2	218	h	h	oahpnh	 18.50	 393.32	oahpnh	Random	373	0	0.75
1438242501.021	68349	1	3	1217	o	o	oahpnh	 18.50	 393.32	oahpnh	Random	1590	0	0.75
1438242501.551	68349	1	4	531		BackSpace	oahpnh	 18.50	 393.32	oahpnh	Random	2121	0	0.75
1438242501.77	68349	1	5	218	p	p	oahpnh	 18.50	 393.32	oahpnh	Random	2339	0	0.75
1438242502.487	68349	1	6	717	n	n	oahpnh	 18.50	 393.32	oahpnh	Random	3056	0	0.75
1438242502.675	68349	1	7	188	h	h	oahpnh	 18.50	 393.32	oahpnh	Random	3244	0	0.75
1438242504.765	68349	2	0	0	p	p	psdrwk	 17.81	 673.37	psdrwk	Random	0	0	1.00
1438242504.859	68349	2	1	93	s	s	psdrwk	 17.81	 673.37	psdrwk	Random	93	0	1.00
1438242505.763	68349	2	2	904	d	d	psdrwk	 17.81	 673.37	psdrwk	Random	997	0	1.00
1438242507.511	68349	2	3	1748	r	r	psdrwk	 17.81	 673.37	psdrwk	Random	2745	0	1.00
1438242507.885	68349	2	4	374	w	w	psdrwk	 17.81	 673.37	psdrwk	Random	3119	0	1.00
1438242508.135	68349	2	5	250	k	k	psdrwk	 17.81	 673.37	psdrwk	Random	3369	0	1.00
1438242510.537	68349	3	0	0	u	u	yrchgp	 17.80	 291.73	yrchgp	Random	0	0	0.75
1438242511.005	68349	3	1	468		BackSpace	yrchgp	 17.80	 291.73	yrchgp	Random	468	0	0.75
1438242511.286	68349	3	2	281	y	y	yrchgp	 17.80	 291.73	yrchgp	Random	749	0	0.75
1438242511.411	68349	3	3	125	r	r	yrchgp	 17.80	 291.73	yrchgp	Random	874	0	0.75
1438242512.066	68349	3	4	655	c	c	yrchgp	 17.80	 291.73	yrchgp	Random	1529	0	0.75
1438242512.503	68349	3	5	437	h	h	yrchgp	 17.80	 291.73	yrchgp	Random	1966	0	0.75
1438242513.532	68349	3	6	1029	g	g	yrchgp	 17.80	 291.73	yrchgp	Random	2995	0	0.75
1438242513.907	68349	3	7	375	p	p	yrchgp	 17.80	 291.73	yrchgp	Random	3370	0	0.75
1438242515.467	68349	4	0	0	1	1	1ctddy	 25.31	 363.39	1ctddy	Random	0	0	1.00
1438242516.34	68349	4	1	872	c	c	1ctddy	 25.31	 363.39	1ctddy	Random	872	0	1.00
1438242516.559	68349	4	2	220	t	t	1ctddy	 25.31	 363.39	1ctddy	Random	1092	0	1.00
1438242517.432	68349	4	3	872	d	d	1ctddy	 25.31	 363.39	1ctddy	Random	1964	0	1.00
1438242517.619	68349	4	4	187	d	d	1ctddy	 25.31	 363.39	1ctddy	Random	2151	0	1.00
1438242517.838	68349	4	5	220	y	y	1ctddy	 25.31	 363.39	1ctddy	Random	2371	0	1.00
1438242519.523	68349	5	0	0	z	z	zjjrwa	 28.72	 294.52	zjjrwa	Random	0	0	1.00
1438242520.334	68349	5	1	811	j	j	zjjrwa	 28.72	 294.52	zjjrwa	Random	811	0	1.00
1438242520.521	68349	5	2	186	j	j	zjjrwa	 28.72	 294.52	zjjrwa	Random	997	0	1.00
1438242521.176	68349	5	3	656	r	r	zjjrwa	 28.72	 294.52	zjjrwa	Random	1653	0	1.00
1438242521.363	68349	5	4	186	w	w	zjjrwa	 28.72	 294.52	zjjrwa	Random	1839	0	1.00
1438242521.613	68349	5	5	250	a	a	zjjrwa	 28.72	 294.52	zjjrwa	Random	2089	0	1.00
1438242523.579	68349	6	0	0	k	k	kmrynj	 17.49	 349.63	kmrynj	Random	0	0	1.00
1438242523.984	68349	6	1	404	m	m	kmrynj	 17.49	 349.63	kmrynj	Random	404	0	1.00
1438242525.264	68349	6	2	1280	r	r	kmrynj	 17.49	 349.63	kmrynj	Random	1684	0	1.00
1438242525.95	68349	6	3	687	y	y	kmrynj	 17.49	 349.63	kmrynj	Random	2371	0	1.00
1438242526.418	68349	6	4	467	n	n	kmrynj	 17.49	 349.63	kmrynj	Random	2838	0	1.00
1438242527.011	68349	6	5	593	j	j	kmrynj	 17.49	 349.63	kmrynj	Random	3431	0	1.00
1438242528.29	68349	7	0	0	v	v	vunbgd	 16.72	 539.41	vunbgd	Random	0	0	1.00
1438242528.446	68349	7	1	156	u	u	vunbgd	 16.72	 539.41	vunbgd	Random	156	0	1.00
1438242528.758	68349	7	2	311	n	n	vunbgd	 16.72	 539.41	vunbgd	Random	467	0	1.00
1438242530.287	68349	7	3	1529	b	b	vunbgd	 16.72	 539.41	vunbgd	Random	1996	0	1.00
1438242531.004	68349	7	4	717	g	g	vunbgd	 16.72	 539.41	vunbgd	Random	2713	0	1.00
1438242531.878	68349	7	5	875	d	d	vunbgd	 16.72	 539.41	vunbgd	Random	3588	0	1.00
1438242533.594	68349	8	0	0	b	b	bsrpqj	 17.18	 292.67	bsrpqj	Random	0	0	1.00
1438242534	68349	8	1	405	s	s	bsrpqj	 17.18	 292.67	bsrpqj	Random	405	0	1.00
1438242534.561	68349	8	2	562	r	r	bsrpqj	 17.18	 292.67	bsrpqj	Random	967	0	1.00
1438242535.684	68349	8	3	1122	p	p	bsrpqj	 17.18	 292.67	bsrpqj	Random	2089	0	1.00
1438242536.215	68349	8	4	531	q	q	bsrpqj	 17.18	 292.67	bsrpqj	Random	2620	0	1.00
1438242537.088	68349	8	5	873	j	j	bsrpqj	 17.18	 292.67	bsrpqj	Random	3493	0	1.00
1438242538.836	68349	9	0	0	y	y	yadgnv	 16.88	 600.71	yadgnv	Random	0	0	1.00
1438242539.023	68349	9	1	187	a	a	yadgnv	 16.88	 600.71	yadgnv	Random	187	0	1.00
1438242539.616	68349	9	2	592	d	d	yadgnv	 16.88	 600.71	yadgnv	Random	779	0	1.00
1438242541.363	68349	9	3	1747	g	g	yadgnv	 16.88	 600.71	yadgnv	Random	2526	0	1.00
1438242541.831	68349	9	4	469	n	n	yadgnv	 16.88	 600.71	yadgnv	Random	2995	0	1.00
1438242542.392	68349	9	5	560	v	v	yadgnv	 16.88	 600.71	yadgnv	Random	3555	0	1.00
1438242543.828	68349	10	0	0	d	d	dfzoua	 33.76	 280.00	dfzoua	Random	0	0	1.00
1438242544.108	68349	10	1	279	f	f	dfzoua	 33.76	 280.00	dfzoua	Random	279	0	1.00
1438242544.951	68349	10	2	843	z	z	dfzoua	 33.76	 280.00	dfzoua	Random	1122	0	1.00
1438242545.263	68349	10	3	312	o	o	dfzoua	 33.76	 280.00	dfzoua	Random	1434	0	1.00
1438242545.45	68349	10	4	187	u	u	dfzoua	 33.76	 280.00	dfzoua	Random	1621	0	1.00
1438242545.606	68349	10	5	156	a	a	dfzoua	 33.76	 280.00	dfzoua	Random	1777	0	1.00
1438242547.478	68349	11	0	0	o	o	ophxwt	 20.91	 286.61	ophxwt	Random	0	0	1.00
1438242547.821	68349	11	1	343	p	p	ophxwt	 20.91	 286.61	ophxwt	Random	343	0	1.00
1438242548.508	68349	11	2	686	h	h	ophxwt	 20.91	 286.61	ophxwt	Random	1029	0	1.00
1438242549.475	68349	11	3	967	x	x	ophxwt	 20.91	 286.61	ophxwt	Random	1996	0	1.00
1438242550.099	68349	11	4	625	w	w	ophxwt	 20.91	 286.61	ophxwt	Random	2621	0	1.00
1438242550.348	68349	11	5	249	t	t	ophxwt	 20.91	 286.61	ophxwt	Random	2870	0	1.00
1438242551.534	68349	12	0	0	o	o	ohrswt	 27.87	 461.35	ohrswt	Random	0	0	1.00
1438242551.815	68349	12	1	281	h	h	ohrswt	 27.87	 461.35	ohrswt	Random	281	0	1.00
1438242551.94	68349	12	2	125	r	r	ohrswt	 27.87	 461.35	ohrswt	Random	406	0	1.00
1438242553.188	68349	12	3	1248	s	s	ohrswt	 27.87	 461.35	ohrswt	Random	1654	0	1.00
1438242553.468	68349	12	4	280	w	w	ohrswt	 27.87	 461.35	ohrswt	Random	1934	0	1.00
1438242553.687	68349	12	5	219	t	t	ohrswt	 27.87	 461.35	ohrswt	Random	2153	0	1.00
1438242555.372	68349	13	0	0	q	q	qjrpgt	 20.25	 388.97	qjrpgt	Random	0	0	1.00
1438242556.183	68349	13	1	811	j	j	qjrpgt	 20.25	 388.97	qjrpgt	Random	811	0	1.00
1438242557.15	68349	13	2	967	r	r	qjrpgt	 20.25	 388.97	qjrpgt	Random	1778	0	1.00
1438242557.992	68349	13	3	842	p	p	qjrpgt	 20.25	 388.97	qjrpgt	Random	2620	0	1.00
1438242558.148	68349	13	4	156	g	g	qjrpgt	 20.25	 388.97	qjrpgt	Random	2776	0	1.00
1438242558.336	68349	13	5	187	t	t	qjrpgt	 20.25	 388.97	qjrpgt	Random	2963	0	1.00
1438242559.615	68349	14	0	0	d	d	dawuva	 21.61	 373.27	dawuva	Random	0	0	0.75
1438242559.677	68349	14	1	62	a	a	dawuva	 21.61	 373.27	dawuva	Random	62	0	0.75
1438242560.738	68349	14	2	1060	w	w	dawuva	 21.61	 373.27	dawuva	Random	1122	0	0.75
1438242561.019	68349	14	3	282	u	u	dawuva	 21.61	 373.27	dawuva	Random	1404	0	0.75
1438242561.144	68349	14	4	125	a	a	dawuva	 21.61	 373.27	dawuva	Random	1529	0	0.75
1438242561.892	68349	14	5	747		BackSpace	dawuva	 21.61	 373.27	dawuva	Random	2276	0	0.75
1438242562.267	68349	14	6	375	v	v	dawuva	 21.61	 373.27	dawuva	Random	2651	0	0.75
1438242562.392	68349	14	7	125	a	a	dawuva	 21.61	 373.27	dawuva	Random	2776	0	0.75
1438242564.139	68349	15	0	0	b	b	blpsdt	 17.64	 466.79	blpsdt	Random	0	0	1.00
1438242565.106	68349	15	1	967	l	l	blpsdt	 17.64	 466.79	blpsdt	Random	967	0	1.00
1438242566.292	68349	15	2	1186	p	p	blpsdt	 17.64	 466.79	blpsdt	Random	2153	0	1.00
1438242566.416	68349	15	3	123	s	s	blpsdt	 17.64	 466.79	blpsdt	Random	2276	0	1.00
1438242567.29	68349	15	4	875	d	d	blpsdt	 17.64	 466.79	blpsdt	Random	3151	0	1.00
1438242567.54	68349	15	5	250	t	t	blpsdt	 17.64	 466.79	blpsdt	Random	3401	0	1.00
1438242569.131	68349	16	0	0	a	a	awnjvd	 25.99	 420.12	awnjvd	Random	0	0	1.00
1438242569.88	68349	16	1	749	w	w	awnjvd	 25.99	 420.12	awnjvd	Random	749	0	1.00
1438242570.067	68349	16	2	186	n	n	awnjvd	 25.99	 420.12	awnjvd	Random	935	0	1.00
1438242571.128	68349	16	3	1061	j	j	awnjvd	 25.99	 420.12	awnjvd	Random	1996	0	1.00
1438242571.315	68349	16	4	188	v	v	awnjvd	 25.99	 420.12	awnjvd	Random	2184	0	1.00
1438242571.44	68349	16	5	125	d	d	awnjvd	 25.99	 420.12	awnjvd	Random	2309	0	1.00
1438242573.124	68349	17	0	0	c	c	cxwxyz	  9.97	 665.53	cxwxyz	Random	0	0	1.00
1438242574.029	68349	17	1	904	x	x	cxwxyz	  9.97	 665.53	cxwxyz	Random	904	0	1.00
1438242575.995	68349	17	2	1966	w	w	cxwxyz	  9.97	 665.53	cxwxyz	Random	2870	0	1.00
1438242577.773	68349	17	3	1778	x	x	cxwxyz	  9.97	 665.53	cxwxyz	Random	4648	0	1.00
1438242578.803	68349	17	4	1030	y	y	cxwxyz	  9.97	 665.53	cxwxyz	Random	5678	0	1.00
1438242579.146	68349	17	5	343	z	z	cxwxyz	  9.97	 665.53	cxwxyz	Random	6021	0	1.00
1438242580.55	68349	18	0	0	o	o	odcdpu	 22.89	 337.92	odcdpu	Random	0	0	1.00
1438242580.893	68349	18	1	342	d	d	odcdpu	 22.89	 337.92	odcdpu	Random	342	0	1.00
1438242581.829	68349	18	2	937	c	c	odcdpu	 22.89	 337.92	odcdpu	Random	1279	0	1.00
1438242582.11	68349	18	3	280	d	d	odcdpu	 22.89	 337.92	odcdpu	Random	1559	0	1.00
1438242582.952	68349	18	4	842	p	p	odcdpu	 22.89	 337.92	odcdpu	Random	2401	0	1.00
1438242583.171	68349	18	5	220	u	u	odcdpu	 22.89	 337.92	odcdpu	Random	2621	0	1.00
1438242584.575	68349	19	0	0	v	v	vrutaa	 29.60	 236.42	vrutaa	Random	0	0	1.00
1438242585.043	68349	19	1	467	r	r	vrutaa	 29.60	 236.42	vrutaa	Random	467	0	1.00
1438242585.542	68349	19	2	500	u	u	vrutaa	 29.60	 236.42	vrutaa	Random	967	0	1.00
1438242586.26	68349	19	3	717	t	t	vrutaa	 29.60	 236.42	vrutaa	Random	1684	0	1.00
1438242586.478	68349	19	4	218	a	a	vrutaa	 29.60	 236.42	vrutaa	Random	1902	0	1.00
1438242586.603	68349	19	5	125	a	a	vrutaa	 29.60	 236.42	vrutaa	Random	2027	0	1.00
1438242588.132	68349	20	0	0	w	w	weqppe	 26.36	 269.51	weqppe	Random	0	0	1.00
1438242588.381	68349	20	1	249	e	e	weqppe	 26.36	 269.51	weqppe	Random	249	0	1.00
1438242589.13	68349	20	2	749	q	q	weqppe	 26.36	 269.51	weqppe	Random	998	0	1.00
1438242589.848	68349	20	3	718	p	p	weqppe	 26.36	 269.51	weqppe	Random	1716	0	1.00
1438242590.253	68349	20	4	405	p	p	weqppe	 26.36	 269.51	weqppe	Random	2121	0	1.00
1438242590.409	68349	20	5	155	e	e	weqppe	 26.36	 269.51	weqppe	Random	2276	0	1.00
1438242592.562	68349	21	0	0	j	j	jdlwbu	 19.24	 191.06	jdlwbu	Random	0	0	1.00
1438242593.373	68349	21	1	810	d	d	jdlwbu	 19.24	 191.06	jdlwbu	Random	810	0	1.00
1438242594.091	68349	21	2	719	l	l	jdlwbu	 19.24	 191.06	jdlwbu	Random	1529	0	1.00
1438242594.84	68349	21	3	748	w	w	jdlwbu	 19.24	 191.06	jdlwbu	Random	2277	0	1.00
1438242595.308	68349	21	4	469	b	b	jdlwbu	 19.24	 191.06	jdlwbu	Random	2746	0	1.00
1438242595.682	68349	21	5	373	u	u	jdlwbu	 19.24	 191.06	jdlwbu	Random	3119	0	1.00
1438242597.336	68349	22	0	0	u	u	uchedt	 26.71	 365.79	uchedt	Random	0	0	1.00
1438242597.648	68349	22	1	312	c	c	uchedt	 26.71	 365.79	uchedt	Random	312	0	1.00
1438242598.209	68349	22	2	561	h	h	uchedt	 26.71	 365.79	uchedt	Random	873	0	1.00
1438242599.239	68349	22	3	1030	e	e	uchedt	 26.71	 365.79	uchedt	Random	1903	0	1.00
1438242599.332	68349	22	4	93	d	d	uchedt	 26.71	 365.79	uchedt	Random	1996	0	1.00
1438242599.582	68349	22	5	250	t	t	uchedt	 26.71	 365.79	uchedt	Random	2246	0	1.00
1438242601.111	68349	23	0	0	z	z	zydfzz	 17.18	 385.05	zydfzz	Random	0	0	1.00
1438242601.423	68349	23	1	312	y	y	zydfzz	 17.18	 385.05	zydfzz	Random	312	0	1.00
1438242602.421	68349	23	2	997	d	d	zydfzz	 17.18	 385.05	zydfzz	Random	1309	0	1.00
1438242603.326	68349	23	3	905	f	f	zydfzz	 17.18	 385.05	zydfzz	Random	2214	0	1.00
1438242604.356	68349	23	4	1030	z	z	zydfzz	 17.18	 385.05	zydfzz	Random	3244	0	1.00
1438242604.605	68349	23	5	249	z	z	zydfzz	 17.18	 385.05	zydfzz	Random	3493	0	1.00
1438242606.352	68349	24	0	0	p	p	pshegog	 32.49	 317.58	pshegog	Random	0	0	1.00
1438242606.664	68349	24	1	312	s	s	pshegog	 32.49	 317.58	pshegog	Random	312	0	1.00
1438242606.914	68349	24	2	250	h	h	pshegog	 32.49	 317.58	pshegog	Random	562	0	1.00
1438242607.226	68349	24	3	312	e	e	pshegog	 32.49	 317.58	pshegog	Random	874	0	1.00
1438242608.224	68349	24	4	997	g	g	pshegog	 32.49	 317.58	pshegog	Random	1871	0	1.00
1438242608.474	68349	24	5	250	o	o	pshegog	 32.49	 317.58	pshegog	Random	2121	0	1.00
1438242608.568	68349	24	6	95	g	g	pshegog	 32.49	 317.58	pshegog	Random	2216	0	1.00
1438242610.408	68349	25	0	0	k	k	khpzgp	 15.51	 472.37	khpzgp	Random	0	0	1.00
1438242610.658	68349	25	1	250	h	h	khpzgp	 15.51	 472.37	khpzgp	Random	250	0	1.00
1438242611.032	68349	25	2	374	p	p	khpzgp	 15.51	 472.37	khpzgp	Random	624	0	1.00
1438242612.218	68349	25	3	1185	z	z	khpzgp	 15.51	 472.37	khpzgp	Random	1809	0	1.00
1438242613.528	68349	25	4	1311	g	g	khpzgp	 15.51	 472.37	khpzgp	Random	3120	0	1.00
1438242614.277	68349	25	5	748	p	p	khpzgp	 15.51	 472.37	khpzgp	Random	3868	0	1.00
1438242616.118	68349	26	0	0	g	g	gvjbhj	 13.09	 519.75	gvjbhj	Random	0	0	1.00
1438242616.461	68349	26	1	342	v	v	gvjbhj	 13.09	 519.75	gvjbhj	Random	342	0	1.00
1438242617.428	68349	26	2	967	j	j	gvjbhj	 13.09	 519.75	gvjbhj	Random	1309	0	1.00
1438242618.115	68349	26	3	687	b	b	gvjbhj	 13.09	 519.75	gvjbhj	Random	1996	0	1.00
1438242618.957	68349	26	4	842	h	h	gvjbhj	 13.09	 519.75	gvjbhj	Random	2838	0	1.00
1438242620.704	68349	26	5	1747	j	j	gvjbhj	 13.09	 519.75	gvjbhj	Random	4585	0	1.00
1438242622.701	68349	27	0	0	j	j	jkgaqe	 18.49	 356.78	jkgaqe	Random	0	0	0.75
1438242622.826	68349	27	1	125	k	k	jkgaqe	 18.49	 356.78	jkgaqe	Random	125	0	0.75
1438242623.824	68349	27	2	997	g	g	jkgaqe	 18.49	 356.78	jkgaqe	Random	1122	0	0.75
1438242624.043	68349	27	3	220	a	a	jkgaqe	 18.49	 356.78	jkgaqe	Random	1342	0	0.75
1438242624.261	68349	27	4	217	b	b	jkgaqe	 18.49	 356.78	jkgaqe	Random	1559	0	0.75
1438242624.854	68349	27	5	594		BackSpace	jkgaqe	 18.49	 356.78	jkgaqe	Random	2153	0	0.75
1438242625.728	68349	27	6	873	q	q	jkgaqe	 18.49	 356.78	jkgaqe	Random	3026	0	0.75
1438242625.946	68349	27	7	219	e	e	jkgaqe	 18.49	 356.78	jkgaqe	Random	3245	0	0.75
1438242628.536	68349	28	0	0	q	q	qwcbcr	 16.72	 521.41	qwcbcr	Random	0	0	1.00
1438242629.94	68349	28	1	1404	w	w	qwcbcr	 16.72	 521.41	qwcbcr	Random	1404	0	1.00
1438242630.564	68349	28	2	623	c	c	qwcbcr	 16.72	 521.41	qwcbcr	Random	2027	0	1.00
1438242631.656	68349	28	3	1092	b	b	qwcbcr	 16.72	 521.41	qwcbcr	Random	3119	0	1.00
1438242631.905	68349	28	4	249	c	c	qwcbcr	 16.72	 521.41	qwcbcr	Random	3368	0	1.00
1438242632.124	68349	28	5	220	r	r	qwcbcr	 16.72	 521.41	qwcbcr	Random	3588	0	1.00
1438242634.807	68349	30	0	0	h	h	hyohcy	 20.25	 344.33	hyohcy	Random	0	0	1.00
1438242635.306	68349	30	1	499	y	y	hyohcy	 20.25	 344.33	hyohcy	Random	499	0	1.00
1438242636.055	68349	30	2	749	o	o	hyohcy	 20.25	 344.33	hyohcy	Random	1248	0	1.00
1438242636.585	68349	30	3	530	h	h	hyohcy	 20.25	 344.33	hyohcy	Random	1778	0	1.00
1438242637.646	68349	30	4	1060	c	c	hyohcy	 20.25	 344.33	hyohcy	Random	2838	0	1.00
1438242637.771	68349	30	5	125	y	y	hyohcy	 20.25	 344.33	hyohcy	Random	2963	0	1.00
1438242639.113	68349	31	0	0	e	e	evvphq	 25.31	 204.14	evvphq	Random	0	0	1.00
1438242639.581	68349	31	1	468	v	v	evvphq	 25.31	 204.14	evvphq	Random	468	0	1.00
1438242639.83	68349	31	2	249	v	v	evvphq	 25.31	 204.14	evvphq	Random	717	0	1.00
1438242640.579	68349	31	3	749	p	p	evvphq	 25.31	 204.14	evvphq	Random	1466	0	1.00
1438242640.891	68349	31	4	312	h	h	evvphq	 25.31	 204.14	evvphq	Random	1778	0	1.00
