input_time	user_id	stimulus_id	input_index	iki	input	key_symbol	current_input	wpm	sd_iki	stimulus	condition	input_time_ms	uer	ke
1441968956.513	216367	0	0	0	Shift_L	Shift_L	This looks jhaowh fine.	 44.66	 215.43	This looks jhaowh fine.	Mix	0	0	0.96
1441968956.638	216367	0	1	125	T	T	This looks jhaowh fine.	 44.66	 215.43	This looks jhaowh fine.	Mix	125	0	0.96
1441968956.794	216367	0	2	155	h	h	This looks jhaowh fine.	 44.66	 215.43	This looks jhaowh fine.	Mix	280	0	0.96
1441968956.919	216367	0	3	125	i	i	This looks jhaowh fine.	 44.66	 215.43	This looks jhaowh fine.	Mix	405	0	0.96
1441968957.043	216367	0	4	124	s	s	This looks jhaowh fine.	 44.66	 215.43	This looks jhaowh fine.	Mix	529	0	0.96
1441968957.106	216367	0	5	63	_	space	This looks jhaowh fine.	 44.66	 215.43	This looks jhaowh fine.	Mix	592	0	0.96
1441968957.293	216367	0	6	187	l	l	This looks jhaowh fine.	 44.66	 215.43	This looks jhaowh fine.	Mix	779	0	0.96
1441968957.511	216367	0	7	218	o	o	This looks jhaowh fine.	 44.66	 215.43	This looks jhaowh fine.	Mix	997	0	0.96
1441968957.699	216367	0	8	188	o	o	This looks jhaowh fine.	 44.66	 215.43	This looks jhaowh fine.	Mix	1185	0	0.96
1441968957.979	216367	0	9	281	k	k	This looks jhaowh fine.	 44.66	 215.43	This looks jhaowh fine.	Mix	1466	0	0.96
1441968958.51	216367	0	10	530	s	s	This looks jhaowh fine.	 44.66	 215.43	This looks jhaowh fine.	Mix	1996	0	0.96
1441968958.728	216367	0	11	218	_	space	This looks jhaowh fine.	 44.66	 215.43	This looks jhaowh fine.	Mix	2214	0	0.96
1441968958.947	216367	0	12	220	j	j	This looks jhaowh fine.	 44.66	 215.43	This looks jhaowh fine.	Mix	2434	0	0.96
1441968958.947	216367	0	13	0	h	h	This looks jhaowh fine.	 44.66	 215.43	This looks jhaowh fine.	Mix	2434	0	0.96
1441968959.649	216367	0	14	701	a	a	This looks jhaowh fine.	 44.66	 215.43	This looks jhaowh fine.	Mix	3135	0	0.96
1441968960.429	216367	0	15	780	o	o	This looks jhaowh fine.	 44.66	 215.43	This looks jhaowh fine.	Mix	3915	0	0.96
1441968961.146	216367	0	16	717	w	w	This looks jhaowh fine.	 44.66	 215.43	This looks jhaowh fine.	Mix	4632	0	0.96
1441968961.396	216367	0	17	250	h	h	This looks jhaowh fine.	 44.66	 215.43	This looks jhaowh fine.	Mix	4882	0	0.96
1441968961.77	216367	0	18	374	_	space	This looks jhaowh fine.	 44.66	 215.43	This looks jhaowh fine.	Mix	5256	0	0.96
1441968961.895	216367	0	19	125	f	f	This looks jhaowh fine.	 44.66	 215.43	This looks jhaowh fine.	Mix	5381	0	0.96
1441968961.989	216367	0	20	95	i	i	This looks jhaowh fine.	 44.66	 215.43	This looks jhaowh fine.	Mix	5476	0	0.96
1441968962.176	216367	0	21	187	n	n	This looks jhaowh fine.	 44.66	 215.43	This looks jhaowh fine.	Mix	5663	0	0.96
1441968962.238	216367	0	22	61	e	e	This looks jhaowh fine.	 44.66	 215.43	This looks jhaowh fine.	Mix	5724	0	0.96
1441968962.425	216367	0	23	187	.	period	This looks jhaowh fine.	 44.66	 215.43	This looks jhaowh fine.	Mix	5911	0	0.96
1441968963.33	216367	1	0	0	Shift_L	Shift_L	Thanks for vwmbqq your concern.	 36.28	 271.72	Thanks for vwmbqq your concern.	Mix	0	0	0.82
1441968963.486	216367	1	1	156	T	T	Thanks for vwmbqq your concern.	 36.28	 271.72	Thanks for vwmbqq your concern.	Mix	156	0	0.82
1441968963.892	216367	1	2	406	h	h	Thanks for vwmbqq your concern.	 36.28	 271.72	Thanks for vwmbqq your concern.	Mix	562	0	0.82
1441968964.017	216367	1	3	125	a	a	Thanks for vwmbqq your concern.	 36.28	 271.72	Thanks for vwmbqq your concern.	Mix	687	0	0.82
1441968964.204	216367	1	4	187	n	n	Thanks for vwmbqq your concern.	 36.28	 271.72	Thanks for vwmbqq your concern.	Mix	874	0	0.82
1441968964.36	216367	1	5	155	k	k	Thanks for vwmbqq your concern.	 36.28	 271.72	Thanks for vwmbqq your concern.	Mix	1029	0	0.82
1441968964.703	216367	1	6	344	d	d	Thanks for vwmbqq your concern.	 36.28	 271.72	Thanks for vwmbqq your concern.	Mix	1373	0	0.82
1441968964.984	216367	1	7	281	_	space	Thanks for vwmbqq your concern.	 36.28	 271.72	Thanks for vwmbqq your concern.	Mix	1654	0	0.82
1441968965.421	216367	1	8	437		BackSpace	Thanks for vwmbqq your concern.	 36.28	 271.72	Thanks for vwmbqq your concern.	Mix	2091	0	0.82
1441968965.545	216367	1	9	124		BackSpace	Thanks for vwmbqq your concern.	 36.28	 271.72	Thanks for vwmbqq your concern.	Mix	2215	0	0.82
